siparis_id,toplam_tutar,saat,gun_no,hava_durumu,sicaklik_c,urun_sayisi,hafta_sonu,kisi_sayisi,yas_grubu
4353,3740.0,19,0,Bulutlu,18.0,3,1,1,25-34
4354,1875.0,19,0,Güneşli,13.0,3,1,1,25-34
4355,1600.0,19,0,Yağmurlu,13.0,3,1,1,25-34
4356,2070.0,19,0,Soğuk/Karlı,17.0,3,1,1,25-34
4357,1720.0,19,0,Soğuk/Karlı,22.0,3,1,1,25-34
4358,3940.0,19,0,Güneşli,14.0,4,1,2,25-34
4359,1750.0,19,0,Güneşli,10.0,4,1,2,25-34
4360,2380.0,19,0,Güneşli,13.0,5,1,2,25-34
4361,3040.0,19,0,Soğuk/Karlı,17.0,5,1,2,25-34
4362,1600.0,19,0,Bulutlu,18.0,4,1,2,25-34
4363,3270.0,19,0,Güneşli,19.0,5,1,2,25-34
4364,2160.0,19,0,Güneşli,20.0,4,1,2,25-34
4365,2965.0,19,0,Soğuk/Karlı,9.0,4,1,2,25-34
4366,1440.0,19,0,Bulutlu,10.0,4,1,2,25-34
4367,2715.0,19,0,Bulutlu,21.0,4,1,2,25-34
4368,3375.0,19,0,Güneşli,24.0,4,1,2,25-34
4369,3140.0,19,0,Güneşli,16.0,4,1,2,25-34
4370,2140.0,20,0,Soğuk/Karlı,25.0,3,1,1,25-34
4371,1380.0,20,0,Bulutlu,15.0,4,1,2,25-34
4372,3700.0,20,0,Yağmurlu,16.0,3,1,1,25-34
4373,3055.0,20,0,Soğuk/Karlı,18.0,3,1,1,25-34
4374,2955.0,20,0,Soğuk/Karlı,25.0,4,1,2,25-34
4375,2305.0,20,0,Yağmurlu,21.0,3,1,1,25-34
4376,3580.0,20,0,Yağmurlu,26.0,4,1,2,25-34
4377,2580.0,20,0,Bulutlu,8.0,5,1,2,25-34
4378,4065.0,20,0,Yağmurlu,24.0,4,1,2,25-34
4379,2780.0,20,0,Bulutlu,26.0,4,1,2,25-34
4380,2570.0,20,0,Güneşli,10.0,3,1,1,25-34
4381,3090.0,20,0,Yağmurlu,22.0,3,1,1,25-34
4382,1475.0,20,0,Bulutlu,18.0,3,1,1,25-34
4383,3220.0,20,0,Soğuk/Karlı,19.0,4,1,2,25-34
4384,3125.0,20,0,Yağmurlu,14.0,3,1,1,25-34
4385,3020.0,20,0,Güneşli,24.0,4,1,2,25-34
4386,2220.0,20,0,Güneşli,25.0,3,1,1,25-34
4387,2595.0,20,0,Yağmurlu,17.0,4,1,2,25-34
4388,1810.0,20,0,Güneşli,14.0,3,1,1,25-34
4389,1830.0,20,0,Soğuk/Karlı,12.0,5,1,2,25-34
4390,2680.0,20,0,Bulutlu,15.0,2,1,1,25-34
4391,3370.0,20,0,Soğuk/Karlı,12.0,5,1,2,25-34
4392,2730.0,20,0,Soğuk/Karlı,13.0,4,1,2,25-34
4393,3015.0,20,0,Bulutlu,19.0,3,1,1,25-34
4394,2000.0,20,0,Soğuk/Karlı,21.0,5,1,2,25-34
4395,1430.0,20,0,Soğuk/Karlı,8.0,3,1,1,25-34
4396,2770.0,20,0,Bulutlu,17.0,3,1,1,25-34
4397,2445.0,21,0,Yağmurlu,11.0,4,1,2,25-34
4398,1980.0,21,0,Soğuk/Karlı,8.0,4,1,2,25-34
4399,3555.0,21,0,Yağmurlu,25.0,5,1,2,25-34
4400,2175.0,21,0,Bulutlu,16.0,4,1,2,25-34
4401,3620.0,21,0,Bulutlu,20.0,3,1,1,25-34
4402,2010.0,21,0,Bulutlu,21.0,4,1,2,25-34
4403,3720.0,21,0,Yağmurlu,19.0,5,1,2,25-34
4404,3705.0,21,0,Bulutlu,9.0,5,1,2,25-34
4405,1730.0,21,0,Bulutlu,12.0,5,1,2,25-34
4406,3355.0,21,0,Yağmurlu,12.0,5,1,2,25-34
4407,2680.0,21,0,Güneşli,20.0,4,1,2,25-34
4408,2775.0,21,0,Güneşli,10.0,2,1,1,25-34
4409,1900.0,21,0,Güneşli,15.0,4,1,2,25-34
4410,1580.0,21,0,Yağmurlu,24.0,5,1,2,25-34
4411,1440.0,21,0,Soğuk/Karlı,18.0,4,1,2,25-34
4412,4325.0,21,0,Bulutlu,20.0,4,1,2,25-34
4413,3410.0,21,0,Güneşli,15.0,5,1,2,25-34
4414,1840.0,21,0,Bulutlu,16.0,5,1,2,25-34
4415,2165.0,21,0,Güneşli,13.0,4,1,2,25-34
4416,1830.0,21,0,Bulutlu,10.0,3,1,1,25-34
4417,3970.0,21,0,Yağmurlu,24.0,4,1,2,25-34
4418,2240.0,21,0,Bulutlu,23.0,4,1,2,25-34
4419,1255.0,21,0,Güneşli,14.0,2,1,1,25-34
4420,3105.0,21,0,Yağmurlu,18.0,4,1,2,25-34
4421,2915.0,21,0,Yağmurlu,26.0,4,1,2,25-34
4422,2885.0,21,0,Bulutlu,14.0,4,1,2,25-34
4423,3020.0,21,0,Bulutlu,17.0,5,1,2,25-34
4424,1470.0,21,0,Güneşli,12.0,3,1,1,25-34
4425,1970.0,21,0,Soğuk/Karlı,19.0,4,1,2,25-34
4426,980.0,21,0,Güneşli,25.0,3,1,1,25-34
4427,2840.0,21,0,Yağmurlu,23.0,4,1,2,25-34
4428,3760.0,21,0,Yağmurlu,22.0,5,1,2,25-34
4429,85.0,22,0,Soğuk/Karlı,16.0,1,1,1,25-34
4430,115.0,22,0,Bulutlu,10.0,1,1,1,25-34
4431,250.0,22,0,Bulutlu,15.0,2,1,1,25-34
4432,250.0,22,0,Soğuk/Karlı,26.0,2,1,1,25-34
4433,310.0,23,0,Bulutlu,16.0,2,1,1,25-34
4434,355.0,23,0,Soğuk/Karlı,22.0,2,1,1,25-34
4435,35.0,23,0,Soğuk/Karlı,11.0,1,1,1,25-34
4436,60.0,23,0,Soğuk/Karlı,25.0,1,1,1,25-34
4437,115.0,0,1,Yağmurlu,16.0,1,0,1,25-34
4438,115.0,0,1,Bulutlu,14.0,1,0,1,25-34
4439,35.0,0,1,Yağmurlu,14.0,1,0,1,25-34
4440,45.0,0,1,Güneşli,9.0,1,0,1,25-34
4441,65.0,1,1,Soğuk/Karlı,15.0,1,0,1,25-34
4442,425.0,8,1,Soğuk/Karlı,21.0,2,0,1,25-34
4443,665.0,8,1,Bulutlu,12.0,2,0,1,25-34
4444,630.0,8,1,Yağmurlu,9.0,2,0,1,25-34
4445,1040.0,8,1,Güneşli,11.0,2,0,1,25-34
4446,735.0,8,1,Güneşli,21.0,2,0,1,25-34
4447,530.0,8,1,Soğuk/Karlı,22.0,2,0,1,25-34
4448,1005.0,8,1,Soğuk/Karlı,12.0,2,0,1,25-34
4449,700.0,8,1,Bulutlu,20.0,2,0,1,25-34
4450,425.0,8,1,Bulutlu,19.0,2,0,1,25-34
4451,390.0,8,1,Güneşli,13.0,2,0,1,25-34
4452,495.0,8,1,Soğuk/Karlı,22.0,2,0,1,25-34
4453,700.0,8,1,Yağmurlu,12.0,2,0,1,25-34
4454,390.0,9,1,Güneşli,17.0,2,0,1,25-34
4455,460.0,9,1,Güneşli,11.0,2,0,1,25-34
4456,495.0,9,1,Yağmurlu,14.0,2,0,1,25-34
4457,970.0,9,1,Bulutlu,8.0,2,0,1,25-34
4458,770.0,9,1,Bulutlu,10.0,2,0,1,25-34
4459,425.0,9,1,Yağmurlu,26.0,2,0,1,25-34
4460,735.0,9,1,Bulutlu,18.0,2,0,1,25-34
4461,630.0,10,1,Soğuk/Karlı,24.0,2,0,1,25-34
4462,390.0,10,1,Güneşli,12.0,2,0,1,25-34
4463,770.0,10,1,Soğuk/Karlı,13.0,2,0,1,25-34
4464,1040.0,10,1,Güneşli,22.0,2,0,1,25-34
4465,460.0,10,1,Bulutlu,10.0,2,0,1,25-34
4466,665.0,10,1,Soğuk/Karlı,21.0,2,0,1,25-34
4467,970.0,10,1,Yağmurlu,16.0,2,0,1,25-34
4468,970.0,10,1,Soğuk/Karlı,14.0,2,0,1,25-34
4469,225.0,11,1,Güneşli,12.0,2,0,1,25-34
4470,75.0,11,1,Yağmurlu,17.0,1,0,1,25-34
4471,325.0,12,1,Bulutlu,10.0,2,0,1,25-34
4472,585.0,12,1,Yağmurlu,8.0,3,0,1,25-34
4473,535.0,12,1,Yağmurlu,12.0,3,0,1,25-34
4474,465.0,12,1,Bulutlu,18.0,2,0,1,25-34
4475,355.0,12,1,Bulutlu,17.0,2,0,1,25-34
4476,585.0,12,1,Yağmurlu,23.0,3,0,1,25-34
4477,445.0,12,1,Soğuk/Karlı,9.0,2,0,1,25-34
4478,535.0,12,1,Güneşli,19.0,3,0,1,25-34
4479,585.0,12,1,Soğuk/Karlı,8.0,3,0,1,25-34
4480,355.0,12,1,Yağmurlu,22.0,2,0,1,25-34
4481,495.0,12,1,Soğuk/Karlı,18.0,3,0,1,25-34
4482,445.0,12,1,Yağmurlu,23.0,2,0,1,25-34
4483,395.0,12,1,Soğuk/Karlı,21.0,2,0,1,25-34
4484,465.0,12,1,Soğuk/Karlı,17.0,2,0,1,25-34
4485,445.0,12,1,Bulutlu,17.0,2,0,1,25-34
4486,495.0,12,1,Soğuk/Karlı,24.0,3,0,1,25-34
4487,535.0,12,1,Soğuk/Karlı,24.0,3,0,1,25-34
4488,395.0,12,1,Yağmurlu,22.0,2,0,1,25-34
4489,585.0,12,1,Bulutlu,18.0,3,0,1,25-34
4490,495.0,12,1,Güneşli,17.0,3,0,1,25-34
4491,375.0,12,1,Bulutlu,9.0,2,0,1,25-34
4492,375.0,12,1,Soğuk/Karlı,26.0,2,0,1,25-34
4493,535.0,12,1,Bulutlu,10.0,3,0,1,25-34
4494,445.0,12,1,Güneşli,22.0,2,0,1,25-34
4495,495.0,13,1,Bulutlu,11.0,3,0,1,25-34
4496,585.0,13,1,Soğuk/Karlı,23.0,3,0,1,25-34
4497,395.0,13,1,Güneşli,10.0,2,0,1,25-34
4498,585.0,13,1,Güneşli,26.0,3,0,1,25-34
4499,375.0,13,1,Güneşli,10.0,2,0,1,25-34
4500,585.0,13,1,Güneşli,18.0,3,0,1,25-34
4501,325.0,13,1,Yağmurlu,20.0,2,0,1,25-34
4502,325.0,13,1,Güneşli,17.0,2,0,1,25-34
4503,535.0,13,1,Bulutlu,13.0,3,0,1,25-34
4504,355.0,13,1,Güneşli,10.0,2,0,1,25-34
4505,585.0,13,1,Yağmurlu,24.0,3,0,1,25-34
4506,375.0,13,1,Yağmurlu,11.0,2,0,1,25-34
4507,355.0,13,1,Güneşli,21.0,2,0,1,25-34
4508,65.0,14,1,Güneşli,23.0,1,0,1,25-34
4509,85.0,14,1,Soğuk/Karlı,15.0,1,0,1,25-34
4510,45.0,14,1,Yağmurlu,16.0,1,0,1,25-34
4511,230.0,15,1,Yağmurlu,10.0,2,0,1,25-34
4512,115.0,15,1,Yağmurlu,9.0,1,0,1,25-34
4513,175.0,15,1,Güneşli,9.0,2,0,1,25-34
4514,65.0,16,1,Güneşli,16.0,1,0,1,25-34
4515,45.0,16,1,Soğuk/Karlı,10.0,1,0,1,25-34
4516,45.0,16,1,Soğuk/Karlı,15.0,1,0,1,25-34
4517,130.0,16,1,Bulutlu,14.0,1,0,1,25-34
4518,230.0,17,1,Güneşli,17.0,2,0,1,25-34
4519,295.0,17,1,Bulutlu,10.0,2,0,1,25-34
4520,35.0,17,1,Güneşli,14.0,1,0,1,25-34
4521,190.0,18,1,Bulutlu,23.0,2,0,1,25-34
4522,65.0,18,1,Soğuk/Karlı,22.0,1,0,1,25-34
4523,1420.0,19,1,Güneşli,11.0,3,0,1,25-34
4524,1495.0,19,1,Güneşli,15.0,4,0,2,25-34
4525,3425.0,19,1,Güneşli,9.0,3,0,1,25-34
4526,3675.0,19,1,Güneşli,19.0,3,0,1,25-34
4527,2220.0,19,1,Soğuk/Karlı,22.0,5,0,2,25-34
4528,4245.0,19,1,Bulutlu,17.0,4,0,2,25-34
4529,3325.0,19,1,Güneşli,24.0,1,0,1,25-34
4530,3760.0,19,1,Güneşli,23.0,5,0,2,25-34
4531,2395.0,19,1,Güneşli,12.0,4,0,2,25-34
4532,1310.0,19,1,Yağmurlu,23.0,3,0,1,25-34
4533,3050.0,19,1,Bulutlu,12.0,2,0,1,25-34
4534,2920.0,19,1,Soğuk/Karlı,21.0,4,0,2,25-34
4535,1960.0,19,1,Bulutlu,22.0,4,0,2,25-34
4536,3920.0,19,1,Güneşli,20.0,5,0,2,25-34
4537,3160.0,19,1,Soğuk/Karlı,11.0,4,0,2,25-34
4538,2405.0,20,1,Bulutlu,8.0,3,0,1,25-34
4539,1710.0,20,1,Güneşli,24.0,4,0,2,25-34
4540,1810.0,20,1,Bulutlu,17.0,3,0,1,25-34
4541,1790.0,20,1,Güneşli,21.0,5,0,2,25-34
4542,3165.0,20,1,Yağmurlu,25.0,4,0,2,25-34
4543,1110.0,20,1,Yağmurlu,10.0,3,0,1,25-34
4544,1420.0,20,1,Yağmurlu,12.0,3,0,1,25-34
4545,2475.0,20,1,Yağmurlu,9.0,3,0,1,25-34
4546,1750.0,20,1,Soğuk/Karlı,23.0,4,0,2,25-34
4547,1685.0,20,1,Yağmurlu,14.0,4,0,2,25-34
4548,1995.0,20,1,Yağmurlu,13.0,3,0,1,25-34
4549,3565.0,20,1,Yağmurlu,16.0,4,0,2,25-34
4550,1845.0,20,1,Soğuk/Karlı,19.0,5,0,2,25-34
4551,2640.0,20,1,Güneşli,14.0,5,0,2,25-34
4552,920.0,20,1,Soğuk/Karlı,24.0,3,0,1,25-34
4553,1830.0,20,1,Soğuk/Karlı,14.0,3,0,1,25-34
4554,2820.0,20,1,Bulutlu,20.0,3,0,1,25-34
4555,2475.0,20,1,Bulutlu,21.0,2,0,1,25-34
4556,1355.0,20,1,Soğuk/Karlı,9.0,4,0,2,25-34
4557,2170.0,20,1,Bulutlu,19.0,4,0,2,25-34
4558,2960.0,20,1,Yağmurlu,25.0,4,0,2,25-34
4559,1470.0,20,1,Bulutlu,10.0,3,0,1,25-34
4560,1375.0,20,1,Soğuk/Karlı,15.0,3,0,1,25-34
4561,2900.0,20,1,Güneşli,8.0,3,0,1,25-34
4562,1300.0,20,1,Güneşli,20.0,3,0,1,25-34
4563,1830.0,20,1,Güneşli,14.0,3,0,1,25-34
4564,4015.0,20,1,Soğuk/Karlı,16.0,4,0,2,25-34
4565,3025.0,20,1,Bulutlu,11.0,3,0,1,25-34
4566,2205.0,20,1,Güneşli,25.0,3,0,1,25-34
4567,1435.0,20,1,Güneşli,9.0,3,0,1,25-34
4568,3325.0,20,1,Soğuk/Karlı,12.0,3,0,1,25-34
4569,1665.0,20,1,Soğuk/Karlı,16.0,2,0,1,25-34
4570,2405.0,20,1,Bulutlu,18.0,3,0,1,25-34
4571,1990.0,20,1,Bulutlu,26.0,4,0,2,25-34
4572,3590.0,21,1,Bulutlu,15.0,4,0,2,25-34
4573,3790.0,21,1,Bulutlu,21.0,4,0,2,25-34
4574,1640.0,21,1,Bulutlu,25.0,5,0,2,25-34
4575,2480.0,21,1,Yağmurlu,23.0,3,0,1,25-34
4576,1780.0,21,1,Soğuk/Karlı,14.0,3,0,1,25-34
4577,3010.0,21,1,Bulutlu,21.0,4,0,2,25-34
4578,1965.0,21,1,Soğuk/Karlı,10.0,2,0,1,25-34
4579,1330.0,21,1,Yağmurlu,25.0,2,0,1,25-34
4580,1370.0,21,1,Güneşli,21.0,2,0,1,25-34
4581,2085.0,21,1,Bulutlu,19.0,2,0,1,25-34
4582,2720.0,21,1,Soğuk/Karlı,26.0,4,0,2,25-34
4583,1340.0,21,1,Bulutlu,26.0,4,0,2,25-34
4584,2670.0,21,1,Bulutlu,19.0,4,0,2,25-34
4585,1795.0,21,1,Soğuk/Karlı,16.0,4,0,2,25-34
4586,3290.0,21,1,Güneşli,12.0,3,0,1,25-34
4587,2265.0,21,1,Güneşli,9.0,4,0,2,25-34
4588,1860.0,21,1,Yağmurlu,20.0,3,0,1,25-34
4589,1990.0,21,1,Güneşli,11.0,4,0,2,25-34
4590,2115.0,21,1,Bulutlu,9.0,4,0,2,25-34
4591,2145.0,21,1,Bulutlu,25.0,3,0,1,25-34
4592,1480.0,21,1,Yağmurlu,21.0,3,0,1,25-34
4593,3080.0,21,1,Bulutlu,12.0,5,0,2,25-34
4594,2550.0,21,1,Bulutlu,8.0,4,0,2,25-34
4595,3660.0,21,1,Güneşli,8.0,3,0,1,25-34
4596,2160.0,21,1,Yağmurlu,17.0,2,0,1,25-34
4597,1185.0,21,1,Güneşli,24.0,4,0,2,25-34
4598,3475.0,21,1,Bulutlu,23.0,4,0,2,25-34
4599,1420.0,21,1,Bulutlu,23.0,4,0,2,25-34
4600,1110.0,21,1,Bulutlu,19.0,3,0,1,25-34
4601,3995.0,21,1,Soğuk/Karlı,14.0,3,0,1,25-34
4602,2560.0,21,1,Bulutlu,26.0,4,0,2,25-34
4603,315.0,22,1,Soğuk/Karlı,26.0,2,0,1,25-34
4604,45.0,22,1,Bulutlu,19.0,1,0,1,25-34
4605,130.0,23,1,Güneşli,8.0,1,0,1,25-34
4606,60.0,23,1,Bulutlu,18.0,1,0,1,25-34
4607,85.0,23,1,Güneşli,14.0,1,0,1,25-34
4608,65.0,0,2,Güneşli,16.0,1,0,1,25-34
4609,85.0,0,2,Güneşli,19.0,1,0,1,25-34
4610,230.0,0,2,Bulutlu,24.0,2,0,1,25-34
4611,115.0,1,2,Soğuk/Karlı,15.0,1,0,1,25-34
4612,115.0,1,2,Güneşli,23.0,1,0,1,25-34
4613,130.0,1,2,Soğuk/Karlı,8.0,1,0,1,25-34
4614,700.0,8,2,Soğuk/Karlı,16.0,2,0,1,25-34
4615,1075.0,8,2,Bulutlu,24.0,2,0,1,25-34
4616,1005.0,8,2,Yağmurlu,22.0,2,0,1,25-34
4617,495.0,8,2,Bulutlu,24.0,2,0,1,25-34
4618,970.0,8,2,Yağmurlu,18.0,2,0,1,25-34
4619,530.0,8,2,Soğuk/Karlı,13.0,2,0,1,25-34
4620,1075.0,8,2,Soğuk/Karlı,23.0,2,0,1,25-34
4621,1110.0,8,2,Güneşli,24.0,2,0,1,25-34
4622,1005.0,9,2,Güneşli,17.0,2,0,1,25-34
4623,530.0,9,2,Yağmurlu,12.0,2,0,1,25-34
4624,390.0,9,2,Yağmurlu,16.0,2,0,1,25-34
4625,700.0,9,2,Soğuk/Karlı,16.0,2,0,1,25-34
4626,770.0,9,2,Soğuk/Karlı,25.0,2,0,1,25-34
4627,530.0,9,2,Bulutlu,11.0,2,0,1,25-34
4628,770.0,9,2,Soğuk/Karlı,17.0,2,0,1,25-34
4629,1075.0,9,2,Yağmurlu,17.0,2,0,1,25-34
4630,1005.0,9,2,Bulutlu,25.0,2,0,1,25-34
4631,460.0,9,2,Soğuk/Karlı,13.0,2,0,1,25-34
4632,390.0,9,2,Soğuk/Karlı,18.0,2,0,1,25-34
4633,390.0,10,2,Güneşli,26.0,2,0,1,25-34
4634,425.0,10,2,Soğuk/Karlı,24.0,2,0,1,25-34
4635,1075.0,10,2,Güneşli,15.0,2,0,1,25-34
4636,495.0,10,2,Güneşli,15.0,2,0,1,25-34
4637,735.0,10,2,Bulutlu,8.0,2,0,1,25-34
4638,530.0,10,2,Yağmurlu,11.0,2,0,1,25-34
4639,1075.0,10,2,Soğuk/Karlı,17.0,2,0,1,25-34
4640,665.0,10,2,Güneşli,9.0,2,0,1,25-34
4641,700.0,10,2,Soğuk/Karlı,17.0,2,0,1,25-34
4642,665.0,10,2,Soğuk/Karlı,17.0,2,0,1,25-34
4643,60.0,11,2,Bulutlu,8.0,1,0,1,25-34
4644,130.0,11,2,Güneşli,8.0,1,0,1,25-34
4645,245.0,11,2,Güneşli,12.0,2,0,1,25-34
4646,325.0,12,2,Bulutlu,9.0,2,0,1,25-34
4647,495.0,12,2,Yağmurlu,8.0,3,0,1,25-34
4648,325.0,12,2,Yağmurlu,22.0,2,0,1,25-34
4649,465.0,12,2,Bulutlu,8.0,2,0,1,25-34
4650,325.0,12,2,Soğuk/Karlı,25.0,2,0,1,25-34
4651,325.0,12,2,Bulutlu,24.0,2,0,1,25-34
4652,585.0,12,2,Yağmurlu,22.0,3,0,1,25-34
4653,465.0,12,2,Güneşli,21.0,2,0,1,25-34
4654,495.0,12,2,Güneşli,18.0,3,0,1,25-34
4655,395.0,12,2,Bulutlu,26.0,2,0,1,25-34
4656,585.0,12,2,Yağmurlu,23.0,3,0,1,25-34
4657,445.0,12,2,Soğuk/Karlı,14.0,2,0,1,25-34
4658,455.0,12,2,Güneşli,16.0,3,0,1,25-34
4659,465.0,12,2,Soğuk/Karlı,24.0,2,0,1,25-34
4660,585.0,13,2,Bulutlu,22.0,3,0,1,25-34
4661,445.0,13,2,Soğuk/Karlı,10.0,2,0,1,25-34
4662,535.0,13,2,Bulutlu,10.0,3,0,1,25-34
4663,455.0,13,2,Güneşli,26.0,3,0,1,25-34
4664,340.0,13,2,Bulutlu,21.0,2,0,1,25-34
4665,325.0,13,2,Bulutlu,18.0,2,0,1,25-34
4666,455.0,13,2,Güneşli,10.0,3,0,1,25-34
4667,495.0,13,2,Soğuk/Karlı,11.0,3,0,1,25-34
4668,375.0,13,2,Güneşli,24.0,2,0,1,25-34
4669,455.0,13,2,Yağmurlu,15.0,3,0,1,25-34
4670,340.0,13,2,Bulutlu,25.0,2,0,1,25-34
4671,355.0,13,2,Bulutlu,20.0,2,0,1,25-34
4672,585.0,13,2,Soğuk/Karlı,16.0,3,0,1,25-34
4673,455.0,13,2,Yağmurlu,13.0,3,0,1,25-34
4674,465.0,13,2,Bulutlu,19.0,2,0,1,25-34
4675,325.0,13,2,Güneşli,17.0,2,0,1,25-34
4676,325.0,13,2,Güneşli,24.0,2,0,1,25-34
4677,255.0,14,2,Yağmurlu,26.0,2,0,1,25-34
4678,130.0,14,2,Bulutlu,17.0,1,0,1,25-34
4679,270.0,15,2,Yağmurlu,12.0,2,0,1,25-34
4680,130.0,15,2,Yağmurlu,16.0,2,0,1,25-34
4681,355.0,16,2,Güneşli,8.0,2,0,1,25-34
4682,305.0,16,2,Soğuk/Karlı,16.0,2,0,1,25-34
4683,245.0,16,2,Yağmurlu,17.0,2,0,1,25-34
4684,45.0,16,2,Bulutlu,12.0,1,0,1,25-34
4685,65.0,17,2,Soğuk/Karlı,9.0,1,0,1,25-34
4686,60.0,17,2,Bulutlu,20.0,1,0,1,25-34
4687,60.0,17,2,Güneşli,17.0,1,0,1,25-34
4688,130.0,18,2,Soğuk/Karlı,8.0,1,0,1,25-34
4689,1760.0,19,2,Bulutlu,11.0,4,0,2,25-34
4690,2470.0,19,2,Soğuk/Karlı,12.0,4,0,2,25-34
4691,2260.0,19,2,Bulutlu,20.0,4,0,2,25-34
4692,1360.0,19,2,Yağmurlu,20.0,4,0,2,25-34
4693,1740.0,19,2,Yağmurlu,17.0,5,0,2,25-34
4694,2025.0,19,2,Güneşli,8.0,4,0,2,25-34
4695,3715.0,19,2,Güneşli,19.0,5,0,2,25-34
4696,1920.0,19,2,Soğuk/Karlı,15.0,3,0,1,25-34
4697,1220.0,19,2,Soğuk/Karlı,11.0,2,0,1,25-34
4698,2600.0,19,2,Güneşli,14.0,2,0,1,25-34
4699,2720.0,19,2,Soğuk/Karlı,19.0,5,0,2,25-34
4700,2850.0,19,2,Yağmurlu,15.0,4,0,2,25-34
4701,3400.0,19,2,Yağmurlu,16.0,3,0,1,25-34
4702,1565.0,19,2,Yağmurlu,14.0,3,0,1,25-34
4703,3815.0,19,2,Yağmurlu,21.0,5,0,2,25-34
4704,2225.0,19,2,Güneşli,14.0,4,0,2,25-34
4705,4125.0,19,2,Güneşli,22.0,3,0,1,25-34
4706,1660.0,19,2,Soğuk/Karlı,25.0,3,0,1,25-34
4707,2150.0,19,2,Bulutlu,14.0,5,0,2,25-34
4708,4305.0,19,2,Yağmurlu,25.0,3,0,1,25-34
4709,3800.0,19,2,Yağmurlu,13.0,5,0,2,25-34
4710,4485.0,19,2,Yağmurlu,26.0,5,0,2,25-34
4711,1240.0,19,2,Bulutlu,20.0,3,0,1,25-34
4712,2535.0,19,2,Güneşli,25.0,4,0,2,25-34
4713,1995.0,20,2,Soğuk/Karlı,14.0,3,0,1,25-34
4714,1380.0,20,2,Bulutlu,21.0,4,0,2,25-34
4715,3095.0,20,2,Yağmurlu,15.0,4,0,2,25-34
4716,2570.0,20,2,Yağmurlu,17.0,4,0,2,25-34
4717,2340.0,20,2,Bulutlu,15.0,4,0,2,25-34
4718,4385.0,20,2,Güneşli,11.0,4,0,2,25-34
4719,3425.0,20,2,Soğuk/Karlı,12.0,3,0,1,25-34
4720,1725.0,20,2,Bulutlu,24.0,5,0,2,25-34
4721,1950.0,20,2,Bulutlu,16.0,3,0,1,25-34
4722,2020.0,20,2,Bulutlu,19.0,5,0,2,25-34
4723,4530.0,20,2,Bulutlu,12.0,4,0,2,25-34
4724,3370.0,20,2,Yağmurlu,22.0,4,0,2,25-34
4725,3090.0,20,2,Güneşli,20.0,5,0,2,25-34
4726,4480.0,20,2,Güneşli,26.0,4,0,2,25-34
4727,3145.0,20,2,Bulutlu,16.0,2,0,1,25-34
4728,3390.0,20,2,Soğuk/Karlı,8.0,3,0,1,25-34
4729,2020.0,20,2,Yağmurlu,14.0,5,0,2,25-34
4730,1850.0,20,2,Güneşli,22.0,4,0,2,25-34
4731,3800.0,20,2,Bulutlu,23.0,4,0,2,25-34
4732,2070.0,20,2,Güneşli,10.0,3,0,1,25-34
4733,3240.0,20,2,Yağmurlu,18.0,3,0,1,25-34
4734,2690.0,20,2,Güneşli,12.0,3,0,1,25-34
4735,2740.0,20,2,Bulutlu,15.0,3,0,1,25-34
4736,3240.0,21,2,Bulutlu,18.0,2,0,1,25-34
4737,2625.0,21,2,Bulutlu,18.0,4,0,2,25-34
4738,2850.0,21,2,Bulutlu,13.0,3,0,1,25-34
4739,1140.0,21,2,Bulutlu,20.0,3,0,1,25-34
4740,3465.0,21,2,Bulutlu,13.0,5,0,2,25-34
4741,3400.0,21,2,Soğuk/Karlı,12.0,2,0,1,25-34
4742,1750.0,21,2,Soğuk/Karlı,26.0,4,0,2,25-34
4743,1995.0,21,2,Soğuk/Karlı,13.0,3,0,1,25-34
4744,2655.0,21,2,Güneşli,25.0,5,0,2,25-34
4745,2800.0,21,2,Soğuk/Karlı,17.0,1,0,1,25-34
4746,1460.0,21,2,Bulutlu,25.0,3,0,1,25-34
4747,3140.0,21,2,Soğuk/Karlı,24.0,4,0,2,25-34
4748,1965.0,21,2,Güneşli,22.0,3,0,1,25-34
4749,1600.0,21,2,Güneşli,12.0,4,0,2,25-34
4750,1955.0,21,2,Yağmurlu,17.0,4,0,2,25-34
4751,3240.0,21,2,Soğuk/Karlı,9.0,4,0,2,25-34
4752,4015.0,21,2,Bulutlu,8.0,4,0,2,25-34
4753,2990.0,21,2,Soğuk/Karlı,23.0,5,0,2,25-34
4754,60.0,22,2,Soğuk/Karlı,13.0,1,0,1,25-34
4755,85.0,22,2,Güneşli,12.0,1,0,1,25-34
4756,35.0,23,2,Soğuk/Karlı,18.0,1,0,1,25-34
4757,240.0,0,3,Soğuk/Karlı,12.0,2,0,1,25-34
4758,305.0,0,3,Güneşli,26.0,2,0,1,25-34
4759,210.0,0,3,Bulutlu,15.0,2,0,1,25-34
4760,130.0,1,3,Güneşli,22.0,1,0,1,25-34
4761,285.0,1,3,Bulutlu,13.0,2,0,1,25-34
4762,280.0,1,3,Güneşli,21.0,2,0,1,25-34
4763,1040.0,8,3,Yağmurlu,24.0,2,0,1,25-34
4764,390.0,8,3,Güneşli,24.0,2,0,1,25-34
4765,1110.0,8,3,Soğuk/Karlı,21.0,2,0,1,25-34
4766,1005.0,8,3,Soğuk/Karlı,13.0,2,0,1,25-34
4767,700.0,8,3,Bulutlu,24.0,2,0,1,25-34
